loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
841,1, Not Graduate, Yes,9512539,31874044,2,399,28430869,14392992,7631272,13923113, Rejected
842,3, Not Graduate, No,3834050,6328240,6,537,24233415,10191216,12975940,4505655, Approved
843,5, Not Graduate, No,4844750,6498770,18,759,16535790,7210257,6045254,10773534, Approved
844,0, Not Graduate, Yes,617901,1249215,10,491,11303603,8518606,989876,147569, Approved
845,0, Not Graduate, No,9162607,17104900,14,791,28764710,4403906,19742470,7512680, Approved
846,0, Not Graduate, No,8115799,11309470,20,666,13360469,13037749,16295253,9228536, Approved
847,0, Graduate, No,3074154,11843558,2,724,9898206,19261679,7579153,12684865, Rejected
848,0, Graduate, No,703169,1649574,4,445,17245168,11363846,2004272,12079789, Approved
849,4, Not Graduate, No,6959363,19109327,20,817,11946504,5357785,19297839,900555, Approved
850,3, Graduate, No,6721311,7981839,12,422,25782987,12995660,21671232,6072542, Approved
851,5, Graduate, No,5318454,14636982,14,522,6062294,8504624,10156914,1121504, Approved
852,4, Graduate, Yes,1720192,4432990,8,769,1358126,17870227,3616734,139794, Approved
853,5, Graduate, Yes,9108386,34449499,18,714,12423595,5124016,28438490,2280865, Rejected
854,1, Graduate, No,4395924,9316781,14,479,27495368,10053874,5921280,13715558, Rejected
855,1, Not Graduate, No,7228274,23872088,6,458,1704355,9624705,8946872,3889194, Rejected
856,5, Not Graduate, Yes,8533189,15132579,14,559,23418331,17183516,4500152,10871408, Rejected
857,1, Not Graduate, No,5518761,14639115,2,567,-83767,2141392,14985873,10422736, Rejected
858,0, Graduate, No,1115869,4202703,6,335,16124153,11984420,2859701,12752143, Approved
859,4, Graduate, No,8810839,24672359,6,445,13084438,15695696,11719834,7826539, Rejected
860,4, Not Graduate, Yes,6671361,20519156,16,392,4548684,7012820,5935819,14335220, Rejected
861,5, Graduate, No,8875507,31979787,16,392,21609296,9799078,5570204,6262855, Rejected
862,5, Not Graduate, Yes,6142401,23103768,2,512,5001770,5714694,12061148,11576874, Rejected
863,0, Graduate, Yes,9002294,13201680,20,321,12618596,8138345,9726500,11504050, Rejected
864,4, Not Graduate, No,8615038,12290917,18,706,16146960,18431362,24812958,7989288, Approved
865,5, Graduate, No,2291659,5870138,10,702,14973957,7045005,7677289,4662260, Approved
866,4, Not Graduate, Yes,1875528,7475202,6,432,821516,3915724,5308828,2335725, Rejected
867,4, Not Graduate, No,1754232,4154876,10,825,12867422,11247815,5358803,1256224, Approved
868,5, Graduate, No,7957938,14792978,12,656,18954034,9116682,27632960,7339472, Approved
869,2, Not Graduate, Yes,2531749,6378073,14,488,15230004,15129828,6892512,5832465, Rejected
870,0, Graduate, Yes,4566175,4593875,8,416,21145498,706769,10054584,3075040, Approved
871,2, Not Graduate, No,7843361,10722358,4,557,22470077,17509682,22981311,11266245, Approved
872,1, Not Graduate, No,4357845,5562986,14,876,5119800,13616237,9550456,2389885, Approved
873,0, Graduate, Yes,799976,711442,16,302,23290181,16325455,1437993,6969060, Approved
874,0, Graduate, No,3709308,11539951,6,312,25938674,7904850,2216366,6303082, Rejected
875,4, Not Graduate, No,1117525,2057943,14,547,24287489,8642955,2714402,14364074, Approved
876,3, Graduate, No,3940069,5276998,12,851,24672505,6488938,12578883,1533826, Approved
877,3, Not Graduate, No,7346176,17918646,12,468,6081710,16179446,18949126,12585071, Rejected
878,4, Not Graduate, Yes,5243608,9622136,2,748,18873873,1379369,8979357,10062504, Approved
879,3, Not Graduate, Yes,6746304,13881578,8,644,13223273,10255138,15858524,11627021, Rejected
880,3, Graduate, Yes,1235958,2236715,8,419,28535864,5040958,3632318,11434532, Approved
881,0, Not Graduate, No,7476415,6076435,18,845,24082265,12380656,20879536,11365754, Approved
882,5, Not Graduate, No,4323138,12980880,18,397,4600145,18699863,8531865,6396930, Rejected
883,2, Graduate, No,2983839,3443975,18,603,27308679,13086471,4729476,8542523, Approved
884,0, Graduate, Yes,6524217,9794517,10,697,20186546,859126,11029784,5363475, Approved
885,4, Graduate, No,1507896,2124647,8,705,15700816,7753827,4861045,13246900, Approved
886,4, Graduate, Yes,5032465,9362273,10,812,12880257,607711,5080580,3316912, Approved
887,0, Not Graduate, Yes,4295155,5637960,16,723,14246299,9429430,13267470,8671120, Approved
888,1, Graduate, Yes,1808545,3454767,14,694,22334504,3375109,1963810,3102416, Approved
889,0, Not Graduate, No,9436382,14894818,14,391,22149707,13436226,32486342,5476286, Approved
890,1, Graduate, Yes,3721601,3706299,10,483,15965548,10351556,6866461,14159171, Approved
891,0, Graduate, No,595451,2135169,14,507,28758304,5973807,1607891,2879750, Approved
892,4, Graduate, No,4496728,7994550,18,522,6660639,16633007,12087759,13023795, Rejected
893,3, Not Graduate, No,9576610,10581223,14,367,12294626,14490117,26982990,11952495, Approved
894,5, Not Graduate, Yes,6688085,16512108,10,357,17323130,12165675,19182682,5383373, Rejected
895,4, Graduate, No,6376386,7616476,18,564,4704400,6869600,3935659,5455718, Rejected
896,3, Not Graduate, No,8937433,29260246,20,733,14415317,5281859,11797439,82160, Approved
897,3, Graduate, Yes,1013996,1011004,16,832,24178327,11358495,1205771,11626277, Approved
898,0, Graduate, No,5538642,12665960,18,864,19556959,15326657,14377094,9791134, Approved
899,0, Graduate, No,3311927,12652370,6,588,20573373,16249880,8445256,14450141, Rejected
900,3, Not Graduate, Yes,6760770,8847826,10,838,4605051,15081004,9404910,4286383, Approved
901,0, Not Graduate, No,8471500,12236063,6,573,4121704,450175,24403221,5860986, Rejected
902,0, Not Graduate, Yes,948739,2581981,8,584,12759047,19104282,1361309,10093140, Approved
903,1, Graduate, Yes,1734393,6825760,16,425,9314120,4662596,2651549,5008896, Rejected
904,5, Graduate, No,9458330,19244621,14,676,193588,195467,16046554,4685422, Approved
905,2, Not Graduate, Yes,4972030,14297889,2,486,15998800,10886652,13592382,2500363, Rejected
906,4, Graduate, Yes,3257524,4193783,16,591,21848645,8832875,1743862,14524040, Approved
907,2, Not Graduate, Yes,1676739,4782849,4,861,21185647,2058387,5398086,6987668, Approved
908,1, Not Graduate, Yes,3636629,5849585,4,627,2901205,4158857,9368555,11312889, Approved
909,2, Graduate, Yes,248490,686458,12,481,22616815,3988673,561536,9614071, Approved
910,0, Not Graduate, No,2361574,2559275,6,702,10980177,8532125,2862215,8811257, Approved
911,4, Not Graduate, Yes,1975167,4898218,20,738,4431782,14532335,5642143,4597965, Approved
912,1, Graduate, Yes,1021299,1592915,4,663,13634121,13231020,3184782,4635518, Approved
913,2, Not Graduate, No,9599553,28620758,4,325,6207444,500967,19243649,7139284, Rejected
914,5, Not Graduate, No,7863453,25104414,16,435,19480188,3370455,10830982,1989400, Rejected
915,3, Graduate, Yes,9321691,32756945,6,376,21553965,11834713,15303048,7894970, Rejected
916,2, Not Graduate, Yes,2532753,10069377,16,873,21016675,15575162,4429159,1335864, Approved
917,3, Graduate, Yes,2997706,6804598,14,486,3278870,662646,4249986,4045988, Rejected
918,4, Not Graduate, Yes,2942071,8667053,4,584,10042510,6513795,7756963,9305823, Rejected
919,1, Not Graduate, Yes,5617558,4825234,12,840,14396462,2248919,8575331,345618, Approved
920,3, Not Graduate, No,1963423,7257358,12,894,28557851,9420696,5818901,661079, Approved
921,5, Graduate, No,2484188,6882139,2,431,15788371,7572611,4697781,3169671, Rejected
922,3, Not Graduate, Yes,9656387,20744854,16,815,18914225,3375406,23048642,11113126, Approved
923,2, Graduate, No,3616080,7918494,18,736,9775217,18716512,12091654,11806299, Approved
924,0, Graduate, Yes,7776037,25082276,20,668,8496381,14795316,14293608,14016, Rejected
925,1, Graduate, Yes,2420871,8393411,2,400,23073383,10589442,2447594,4087516, Rejected
926,5, Not Graduate, Yes,9220026,31212478,4,714,24183815,14850363,19820907,833747, Approved
927,3, Graduate, Yes,6930164,16867124,18,667,1512600,6057148,13791210,203182, Rejected
928,1, Graduate, No,8558716,17011896,8,567,15578044,18139485,24373082,13848393, Approved
929,2, Not Graduate, Yes,5208756,19927273,14,652,22523634,7979731,16046085,6246745, Rejected
930,3, Graduate, No,8991078,25439702,8,426,4494175,7488936,23717198,11690167, Rejected
931,3, Graduate, Yes,3717730,9441885,6,673,18699552,11034180,12693683,10032327, Approved
932,4, Graduate, No,4846630,13156761,14,391,13683201,11218334,6337376,6608111, Rejected
933,1, Graduate, No,797320,2244912,6,471,14660031,12016680,970806,11060418, Approved
934,3, Not Graduate, Yes,1854251,5714492,4,596,17182392,16150163,2547482,3655744, Rejected
935,2, Graduate, Yes,7680626,19740676,12,397,25286045,5197323,19299276,6084305, Rejected
936,5, Graduate, No,3370739,12138493,4,848,2427576,13716809,4036874,5566291, Approved
937,0, Not Graduate, No,1189454,4223852,4,831,5785371,3827512,910232,8406318, Approved
938,0, Not Graduate, Yes,3036779,6727148,16,584,9940498,4661908,10425768,3094368, Rejected
939,2, Not Graduate, No,3622168,4851225,12,641,23202524,9609000,5229803,10958971, Approved
940,3, Not Graduate, Yes,7156198,18930278,12,474,17134817,10174118,8352600,12376564, Rejected
941,4, Not Graduate, Yes,1077879,3003365,4,427,5364239,12510114,1699003,13071850, Approved
942,2, Graduate, No,449025,1111253,4,876,587512,2701895,437923,13142421, Approved
943,5, Not Graduate, Yes,7223918,26366209,8,547,28721981,15841651,4387110,9406518, Rejected
944,2, Not Graduate, Yes,1577809,1731905,8,872,3907151,10807791,2234415,11729563, Approved
945,0, Graduate, Yes,4270652,7344407,10,340,853454,11500229,6464011,10155682, Rejected
946,0, Graduate, Yes,6823985,24365226,4,364,11730998,14494973,20015080,14013261, Rejected
947,5, Graduate, Yes,5187330,19743613,18,585,15998040,13433221,9373039,1450524, Rejected
948,0, Not Graduate, Yes,1397390,3022499,8,769,7426155,8320289,3787285,2916785, Approved
949,5, Not Graduate, No,7205163,10205830,18,554,4789289,9389197,19505369,6180619, Approved
950,1, Not Graduate, No,668430,1433818,10,803,2418832,4517445,1916372,9127818, Approved
951,0, Graduate, Yes,2453516,5544290,10,379,11772074,10994353,7987486,13067695, Rejected
952,1, Graduate, Yes,1259387,3101394,4,813,27598540,3936975,2513602,1391879, Approved
953,3, Graduate, No,5172198,8678585,14,566,4205248,12327682,4199100,2362584, Approved
954,2, Graduate, Yes,6899539,12421983,2,471,16568329,8105440,4250038,12651816, Rejected
955,4, Not Graduate, Yes,6504062,18847993,16,683,5540320,4584826,6899044,4556403, Rejected
956,3, Not Graduate, No,1551455,4328158,18,767,19504953,9233036,4635181,247318, Approved
957,2, Not Graduate, Yes,3530601,10304864,8,857,1674532,18121038,7848697,9966064, Approved
958,3, Not Graduate, No,1619152,3250143,18,352,5814440,10906285,1490194,12902525, Rejected
959,5, Not Graduate, No,3524160,6613656,14,721,132903,6699574,3164373,13260487, Approved
960,2, Graduate, No,2433911,4685093,2,488,18769362,8732014,7726471,12558457, Approved
961,0, Graduate, Yes,7381828,28374010,6,601,20831801,11730949,15207238,867893, Rejected
962,2, Graduate, Yes,7483833,15452501,14,577,4891808,2979218,7601276,1982967, Rejected
963,5, Graduate, Yes,8138388,22296120,16,762,13095701,10882511,25963434,12796232, Rejected
964,1, Graduate, No,2143423,5300895,2,539,8432452,653053,5706181,10186216, Approved
965,5, Graduate, No,330909,1192566,14,467,1226732,16554902,639748,3238743, Approved
966,3, Not Graduate, No,543141,1076056,18,592,984612,11825783,1029358,5697882, Approved
967,3, Graduate, Yes,8381794,18349944,2,701,27224021,2203924,21104983,12654580, Approved
968,1, Not Graduate, No,8986874,31426574,18,807,18738752,9040244,13614463,13653685, Approved
969,5, Not Graduate, No,2254126,2964320,12,303,19269255,17154081,7888833,13071762, Approved
970,0, Not Graduate, No,8700288,23505938,14,641,8494591,18718302,24827696,6769285, Rejected
971,1, Not Graduate, No,5338517,11102547,2,343,7590348,2658091,12934583,11399591, Rejected
972,2, Graduate, Yes,1992744,7880371,14,671,23026717,5246906,5106122,662221, Approved
973,2, Not Graduate, Yes,3235453,10057176,10,674,12666028,2803889,11286074,13580103, Approved
974,2, Graduate, No,2773823,2312758,8,813,2871006,7155108,1476630,3262405, Approved
975,0, Not Graduate, Yes,7607128,26520855,16,415,14137660,16727743,4324454,14129023, Rejected
976,1, Graduate, Yes,2029008,6188829,6,776,15078776,13706277,5792987,240674, Approved
977,0, Graduate, Yes,1975759,5127242,2,713,16484899,4987776,2229003,13600235, Approved
978,3, Not Graduate, Yes,7179485,11168486,10,699,15523458,6311186,18347171,7743927, Rejected
979,2, Not Graduate, No,3131371,4001307,16,682,24851803,11868657,6294122,7542997, Approved
980,3, Graduate, Yes,2625086,7378798,4,629,7010220,11580517,3822152,9945472, Approved
981,3, Not Graduate, Yes,8035674,17741232,20,338,17066098,8994048,9594755,6816048, Rejected
982,4, Graduate, No,9235062,32850824,14,787,25732337,8171999,26137420,13977422, Approved
983,3, Not Graduate, No,5587064,9160524,20,535,28380930,18124765,5659392,1546532, Approved
984,3, Graduate, Yes,8228117,23368378,10,362,27980971,9766186,8031983,9645829, Rejected
985,3, Graduate, Yes,8360327,13345570,4,667,21050144,15172429,15264266,3176537, Approved
986,3, Graduate, Yes,5907490,16754909,4,868,3004184,18621525,5067624,548053, Approved
987,3, Graduate, Yes,8248063,7874449,12,728,28665850,6498879,19997722,9589771, Approved
988,1, Graduate, Yes,286700,588728,12,447,15926800,15109544,996544,9964147, Approved
989,1, Graduate, Yes,542566,733871,16,789,12899265,15780750,1488659,1871924, Approved
990,4, Graduate, No,8771593,24025294,16,807,19642871,4254643,20259791,10683953, Approved
991,2, Graduate, No,1562192,2833081,16,498,22678219,4380296,2630599,13852993, Approved
992,3, Graduate, No,7259287,23729915,12,613,21372848,3135496,25145944,10223660, Rejected
993,1, Graduate, Yes,4275224,4987912,2,802,6500572,11942084,13423475,3337576, Approved
994,2, Not Graduate, Yes,7842701,20233241,12,394,21863138,14773490,23228295,1246157, Rejected
995,3, Not Graduate, No,6652548,17960343,18,512,21952119,14580725,7916665,1292585, Rejected
996,3, Graduate, No,896704,780789,18,573,610902,7520698,780797,9093811, Approved
997,3, Not Graduate, No,3467272,3173088,18,304,18445962,13641274,3584546,3458106, Approved
998,2, Graduate, Yes,7073033,12635043,2,400,3609502,578407,9025666,5456960, Rejected
999,5, Graduate, Yes,9139055,25123640,10,666,16254970,12739630,6809477,719000, Rejected
1000,3, Not Graduate, No,8004517,31060855,14,458,6526721,9196929,25336433,6477330, Rejected
1001,4, Not Graduate, No,8851066,9652151,6,445,10329039,16101395,9343213,2441517, Rejected
1002,4, Not Graduate, Yes,9479362,28913199,10,477,7800489,18772769,11184023,6289533, Rejected
1003,3, Graduate, No,8873927,26769900,2,374,24988513,10790443,28081320,8638955, Rejected
1004,5, Not Graduate, No,5830563,17155368,4,682,26246214,12063657,19674824,14124934, Approved
1005,0, Graduate, No,3460595,8484242,2,455,23130255,18009949,4032781,4250702, Rejected
1006,5, Graduate, Yes,5128005,19967646,20,690,20927753,6660964,7089734,4719197, Rejected
1007,5, Graduate, No,7918211,19048685,18,796,10472716,2809309,22965256,11777058, Approved
1008,3, Not Graduate, No,4326348,15066726,10,587,4069494,9824694,14756271,14008869, Rejected
1009,4, Graduate, Yes,8259020,13545337,2,848,16435685,6900746,20226573,5949585, Approved
1010,3, Not Graduate, No,7002490,23669727,8,417,12306931,12314296,12798829,5081028, Rejected
1011,1, Not Graduate, No,2230376,8896850,10,877,8117785,15190045,5628886,10495279, Approved
1012,4, Not Graduate, No,9131966,33900370,4,493,6974836,9777986,25942550,11049076, Rejected
1013,1, Not Graduate, Yes,8408725,14908917,14,481,4583079,5976280,7046240,10411920, Rejected
1014,1, Not Graduate, No,6017623,21108039,20,887,24049032,10958401,10867195,9405712, Approved
1015,3, Graduate, Yes,2082843,2301172,18,573,9251605,8593212,6398298,1995940, Approved
1016,5, Graduate, Yes,2404651,7138601,18,748,26607892,3601928,6291225,3854549, Approved
1017,2, Not Graduate, Yes,8342601,15808127,18,781,19389179,14993863,8019933,831746, Approved
1018,2, Graduate, Yes,370467,1077223,2,568,4680842,6446006,1024578,5730445, Approved
1019,0, Graduate, Yes,4891031,10365057,12,490,1720328,10448255,12238941,12377311, Approved
1020,0, Graduate, Yes,6205397,5143691,12,594,12022209,17627361,8029450,3288382, Approved
1021,0, Graduate, No,2455265,3781316,4,531,2273663,3639781,3761487,10302509, Rejected
1022,0, Graduate, Yes,8586599,8033930,4,549,27627556,8288331,12392346,6186271, Approved
1023,5, Graduate, No,5266462,11413812,12,442,26300727,3391867,18325948,2572219, Rejected
1024,5, Not Graduate, Yes,839960,2929972,16,848,19021302,8474917,882935,3280063, Approved
1025,4, Graduate, No,3305580,10450887,6,643,8423962,5843906,9877885,9995880, Rejected
1026,0, Not Graduate, No,4056440,13485711,10,777,25161618,17760254,8485692,11625017, Approved
1027,0, Not Graduate, No,2361227,7988122,2,695,18729561,5878443,7417948,4843179, Approved
1028,1, Graduate, No,9318455,18545657,4,511,10308887,11913846,32107513,13489466, Rejected
1029,3, Not Graduate, No,3696910,8943869,12,491,25504569,2651486,12507568,834285, Approved
1030,2, Not Graduate, Yes,5066266,12296049,12,889,6002338,8847260,15516752,8449526, Approved
1031,2, Not Graduate, Yes,5392025,6266974,16,314,16422960,16192416,9385987,3362812, Rejected
1032,1, Graduate, Yes,2340384,6351930,20,476,20016938,13037530,3074833,13111406, Rejected
1033,4, Graduate, Yes,5708761,17723278,4,741,26319125,5482956,8326183,11110331, Rejected
1034,1, Graduate, Yes,3630467,10002288,8,627,3899106,18854123,8928821,862326, Rejected
1035,0, Not Graduate, Yes,300108,956471,18,669,8270829,15563582,457839,5743690, Approved
1036,4, Not Graduate, No,4158953,4909444,2,312,24341145,7806320,7505520,10963929, Approved
1037,5, Not Graduate, No,5863275,18976540,18,431,14438811,18884933,4334186,8009471, Rejected
1038,0, Not Graduate, No,1337708,1961144,20,659,21865761,3634324,3763019,7199897, Approved
1039,2, Not Graduate, No,7760020,27981435,2,488,22409687,6440051,6475023,2007170, Rejected
1040,4, Not Graduate, Yes,6609684,10468286,4,582,8772783,18052835,9987759,8387969, Rejected
1041,4, Graduate, Yes,3206688,7613881,14,874,9544553,18822481,7283356,1362108, Approved
1042,5, Not Graduate, No,5943993,14023378,10,682,14412505,15968724,12443895,4686014, Approved
1043,2, Graduate, No,3145475,5222498,20,678,712538,3709295,10000697,3517007, Approved
1044,2, Graduate, Yes,6482911,12690108,12,417,23156542,4239271,16052105,9656975, Approved
1045,4, Graduate, Yes,1693267,2360261,14,657,3260184,12560594,4854823,6946303, Approved
1046,0, Not Graduate, Yes,6124678,16073128,6,876,27105890,1085405,8637864,6251886, Approved
1047,1, Graduate, Yes,734449,2733391,8,683,22562653,19228894,658633,12450770, Approved
1048,3, Graduate, Yes,361719,655848,4,771,10147870,18263611,987489,5727621, Approved
1049,4, Graduate, Yes,2666814,6469158,4,872,2003419,15682415,2562106,11221856, Approved
1050,0, Graduate, No,1892289,6732798,4,840,22888761,18782391,5681595,13055098, Approved
1051,3, Graduate, No,4959977,11150013,18,503,12952135,4456195,16512022,2352946, Approved
1052,2, Not Graduate, No,1806048,6248985,2,477,5558992,17096666,2435967,10945552, Rejected
1053,3, Not Graduate, No,2571234,5729866,12,468,12400810,4992253,7155783,1050632, Rejected
1054,5, Graduate, No,1150129,2540377,12,762,26193018,2351213,2084050,9425331, Approved
1055,0, Graduate, Yes,8803034,11471831,2,526,19934751,5091153,12297768,3314963, Rejected
1056,5, Graduate, No,7334114,8800439,18,793,19869875,15030500,13153220,3762743, Approved
1057,2, Graduate, Yes,2311298,6371762,12,780,14873788,18294057,5640264,12529228, Approved
1058,4, Not Graduate, No,1365330,4706930,4,699,4344714,11871577,4729782,2742232, Approved
1059,2, Not Graduate, Yes,8447431,10418223,4,372,27533380,4760984,11827511,7582958, Rejected
1060,1, Not Graduate, No,6681482,24803669,16,727,21429021,11656662,17490981,11481422, Rejected
1061,4, Graduate, No,8792738,17131905,14,424,14891870,9886537,13229644,11861467, Rejected
1062,4, Not Graduate, Yes,3680110,7952066,10,631,20970078,10048117,4615528,3008248, Approved
1063,0, Graduate, Yes,1347608,4935278,10,436,10459338,6787852,3228230,5432858, Approved
1064,4, Graduate, Yes,4306503,15796893,2,337,21500855,2690464,11988719,8259413, Rejected
1065,4, Not Graduate, No,1776541,4405019,2,681,28067201,7008626,4711667,8679513, Approved
1066,2, Not Graduate, No,240288,405040,12,570,9935932,17273379,799620,2404353, Approved
1067,5, Not Graduate, Yes,5131513,6928601,8,684,144044,7919426,4218655,8742572, Approved
1068,3, Not Graduate, No,9696866,16184613,6,594,21428187,402338,20576662,20492, Approved
1069,2, Not Graduate, Yes,6461180,21309021,8,523,24694879,6693871,8868172,9212902, Rejected
1070,0, Not Graduate, Yes,7542187,13867748,14,309,23953188,8943201,22256022,10815968, Rejected
1071,4, Graduate, Yes,8075671,24409496,6,465,28275143,11638594,5540553,6911223, Rejected
1072,1, Graduate, No,9630543,13720082,8,828,10001451,12447524,9894519,3606941, Approved
1073,4, Graduate, Yes,1447053,3373386,6,752,26615405,8254148,4075025,3516822, Approved
1074,3, Graduate, Yes,2632315,5071786,14,578,5951568,2777884,4116740,10144722, Approved
1075,2, Graduate, Yes,6177011,14896229,2,319,16985607,8555624,15722965,6298727, Rejected
1076,0, Graduate, No,8164164,21421337,20,890,25737305,64132,28537974,13654983, Approved
1077,4, Not Graduate, No,7706244,30601432,12,743,26538653,9816283,14484250,14328949, Rejected
1078,0, Not Graduate, No,7258054,26707201,6,313,17962197,8636856,15234312,6383177, Rejected
1079,2, Not Graduate, No,3230330,9777474,16,426,15791002,6909863,11067059,4000050, Rejected
1080,5, Graduate, No,3738923,4830610,20,402,13297266,12839784,10241584,11937879, Rejected
1081,5, Not Graduate, Yes,973241,3640788,2,841,25145541,14638455,1061096,10654976, Approved
1082,5, Graduate, No,3244842,11864036,6,872,25500547,5118503,9451902,2417972, Approved
1083,5, Graduate, Yes,1712675,6229771,4,548,6871697,9767557,3506830,13887518, Approved
1084,3, Graduate, Yes,9300075,21695716,2,406,3857764,9888632,26617821,2945299, Rejected
1085,1, Graduate, Yes,1088118,1464891,16,685,23585604,9878695,2497946,8323958, Approved
1086,5, Graduate, Yes,3725074,11972724,4,463,23488012,7823887,4403016,2746563, Rejected
1087,4, Not Graduate, No,8805955,17992751,8,372,2803653,4070995,25918732,7193238, Rejected
1088,5, Not Graduate, No,9471702,18021035,18,455,14182899,3326704,4793435,9182981, Rejected
1089,3, Not Graduate, No,3854006,7902648,14,452,14639041,598233,12194424,1776315, Approved
1090,0, Graduate, Yes,4714561,12206119,14,332,1137456,1011645,13935429,3811558, Rejected
1091,3, Not Graduate, No,5276481,9852563,2,720,19223801,15699937,17995016,11073027, Approved
1092,2, Not Graduate, No,8175483,24589775,20,511,28203029,1357901,4959356,14050868, Rejected
1093,5, Graduate, Yes,7656275,21994304,2,630,6055325,16596347,13880087,13398917, Rejected
1094,2, Not Graduate, No,5283888,12831184,16,630,22541742,17392393,5322960,11052763, Rejected
1095,1, Graduate, No,3803534,3699752,14,762,2255529,4680187,6169212,14416066, Approved
1096,0, Graduate, Yes,3812084,14474241,10,757,6149394,8593453,6020707,2425289, Approved
1097,5, Graduate, No,6496295,13755437,18,638,16347085,6984626,14893946,2964365, Approved
1098,4, Graduate, No,8302127,18582237,18,802,26779541,7640796,15045861,5961885, Approved
1099,0, Graduate, Yes,943794,2132317,2,641,25665892,6945547,3205803,13524814, Approved
1100,2, Graduate, Yes,7657757,15071150,20,315,27118555,6643224,10210250,11743155, Rejected
1101,2, Graduate, No,4864784,14393345,6,814,28638003,13273719,8543783,5442938, Approved
1102,2, Not Graduate, No,1608460,1358403,16,761,23193548,8005923,4185155,238330, Approved
1103,5, Graduate, No,1136233,4085015,18,554,10473989,3632376,1510769,9101541, Approved
1104,0, Graduate, No,3469318,3912713,12,531,3600659,7349213,9268051,4539534, Approved
1105,1, Graduate, No,2608356,10431034,18,837,23826448,18987039,6849901,3287664, Approved
1106,1, Not Graduate, No,1209891,3399629,18,555,5323696,19163682,3190137,3148291, Approved
1107,1, Not Graduate, No,3045406,3081916,12,523,15050822,1200112,7690348,3651329, Approved
1108,5, Not Graduate, No,8287022,21544588,4,739,21842358,11170267,24466446,4689390, Approved
1109,5, Graduate, Yes,7160562,13319969,10,497,907812,18891089,24953091,9098684, Rejected
1110,0, Graduate, No,2227660,8575908,20,542,26491747,3761323,1483642,2407638, Rejected
1111,3, Not Graduate, No,6738810,21682169,6,767,8727574,1334372,13419935,7127043, Approved
1112,1, Graduate, No,4581483,11098399,20,433,6157027,4112548,13466090,13541099, Rejected
1113,1, Not Graduate, No,7446676,16198662,4,306,10720524,6159772,3724392,14176655, Rejected
1114,1, Not Graduate, No,2598710,10360486,14,501,13125271,18132563,5549440,12194109, Rejected
1115,1, Graduate, Yes,799023,2345635,14,403,4404504,4863449,1981093,3887619, Rejected
1116,2, Not Graduate, Yes,3234565,7907137,4,517,5409790,6440510,3477894,2150635, Rejected
1117,5, Not Graduate, Yes,9840967,20404469,10,343,13810028,5036905,16753867,12907138, Rejected
1118,3, Graduate, Yes,5591637,10281148,4,653,6490334,7595978,16038792,5938079, Approved
1119,4, Graduate, Yes,727874,2225359,8,607,18597597,19296588,509546,6768977, Approved
1120,2, Graduate, Yes,9661336,25904299,20,463,26064704,1625816,8739646,6266292, Rejected
1121,0, Not Graduate, Yes,8209753,28850643,2,676,439947,8892023,24253321,1977944, Rejected
1122,0, Graduate, Yes,5473889,14075527,18,386,951316,11909813,16025447,10604339, Rejected
1123,1, Graduate, No,7380608,19657957,14,306,18609181,2318504,16762911,3515162, Rejected
1124,1, Not Graduate, No,1992270,4637089,16,586,732057,862001,3483603,3427429, Rejected
1125,5, Graduate, Yes,5940089,19248187,6,396,18516722,19056231,4852786,11108784, Rejected
1126,5, Graduate, Yes,9056013,19270968,20,813,14169276,5222419,26573166,10478821, Approved
1127,5, Not Graduate, Yes,4456914,15716000,6,481,13140746,4707712,5460771,12151516, Rejected
1128,3, Graduate, Yes,577849,1067023,12,557,17550587,6763910,1871983,10380175, Approved
1129,3, Graduate, Yes,7544183,22756274,2,476,25956205,1407412,21331282,581581, Rejected
1130,3, Graduate, Yes,7281934,26633723,18,560,3609830,2850749,5409075,6133186, Rejected
1131,2, Graduate, Yes,7376620,24055426,16,358,3823233,469104,17751683,6027435, Rejected
1132,4, Graduate, No,6489737,12306787,4,860,20172196,10376231,21168730,4726038, Approved
1133,4, Not Graduate, No,1530629,4684160,14,403,1393174,8986676,4802355,7264337, Rejected
1134,4, Not Graduate, No,1311060,1917230,4,537,12380739,5317125,3067957,7308154, Approved
1135,3, Graduate, Yes,7888534,7779106,10,808,14328686,17815647,8013780,9040990, Approved
1136,0, Not Graduate, Yes,8494780,28308188,12,555,11298936,5922411,21582903,14111892, Rejected
1137,4, Not Graduate, No,962002,3256982,20,720,15411304,329033,2403490,9564071, Approved
1138,2, Not Graduate, Yes,5835942,5096989,8,341,3202289,1933428,13225436,13709825, Rejected
1139,4, Not Graduate, No,5055297,19376670,2,477,7660655,14068422,6557875,12209213, Rejected
1140,3, Not Graduate, No,3595420,8006566,10,755,47386,10344928,11508545,10791789, Approved
1141,5, Not Graduate, No,6457293,23871778,20,458,27883366,5052183,12964505,4018826, Rejected
1142,2, Graduate, Yes,9067852,30124841,16,548,24110363,4799995,12616516,8495175, Rejected
1143,5, Graduate, No,8170381,30084088,2,348,7283462,4249773,10340975,1645343, Rejected
1144,5, Graduate, Yes,1685008,5841589,2,602,957419,8184467,2263055,13580722, Rejected
1145,1, Graduate, Yes,4692169,18378218,16,509,7761709,13653521,8836679,2741355, Rejected
